[ 2023-12-06 19:15:34,816 ] 96 werkzeug - WARNING -  * Debugger is active!
[ 2023-12-06 19:15:34,830 ] 96 werkzeug - INFO -  * Debugger PIN: 111-607-179
[ 2023-12-06 19:15:36,485 ] 96 werkzeug - INFO - 127.0.0.1 - - [06/Dec/2023 19:15:36] "GET / HTTP/1.1" 200 -
[ 2023-12-06 19:15:40,622 ] 96 werkzeug - INFO - 127.0.0.1 - - [06/Dec/2023 19:15:40] "GET /predict HTTP/1.1" 200 -
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\cpuinfo\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\cssselect\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\curl\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\Cython\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\cytoolz\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\daal4py\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\dask\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\database_connect\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\databricks_cli\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\datashader\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\datashape\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\diff_match_patch\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\dill\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\distributed\\__init__.py', reloading
[ 2023-12-06 19:15:43,133 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\docker\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\docrepr\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\dvc\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\dvc_http\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\dvc_render\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\dvc_studio_client\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\easydict\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\ensure\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\erfa\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\et_xmlfile\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\evidently\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\fastcache\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\flake8\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\flatbuffers\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\from_root\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\functorch\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\future\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\gast\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\gdown\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\gensim\\__init__.py', reloading
[ 2023-12-06 19:15:43,149 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\geomet\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\gitdb\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\glob2\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\gmpy2\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\h5py\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\htmlmin\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\hvplot\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\imageio\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\intervaltree\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\ipyparallel\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\ipython_genutils\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\ipywidgets\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\itemadapter\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\itemloaders\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\iterative_telemetry\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\jedi\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\jupyterlab\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\jupyterlab_plotly\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\jupyterlab_pygments\\__init__.py', reloading
[ 2023-12-06 19:15:43,165 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\jupyter_console\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\jupyter_lsp\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\jupyter_server_ydoc\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\jupyter_telemetry\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\jupyter_ydoc\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\keras\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\keras_preprocessing\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\kneed\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\libfuturize\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\libmambapy\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\libpasteurize\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\llvmlite\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\lxml\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\mako\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\matplotlib\\compat\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\matplotlib\\pylab.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\matplotlib\\tests\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\matplotlib\\tight_bbox.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\matplotlib\\ttconv.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\matplotlib_inline\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\menuinst\\__init__.py', reloading
[ 2023-12-06 19:15:43,180 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\mkl\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\mkl_random\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\mpmath\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\msgpack\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\multipart\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\multipledispatch\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\navigator_updater\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\nbclassic\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\nbclient\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\neuro_mf\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\nltk\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\notebook\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\notebook_shim\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\np_utils\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\numexpr\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\numpydoc\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\opt_einsum\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\param\\__init__.py', reloading
[ 2023-12-06 19:15:43,196 ] 96 werkzeug - INFO -  * Detected change in 'C:\\Users\\Shrian Singh\\anaconda3\\Lib\\site-packages\\parsel\\__init__.py', reloading
